	NormDegree	StromaNorm	EpiNorm	BrPDegree	StromaBrP	EpiBrP	BrNDegree	StromaBrN	EpiBrN	norm.self	erp.self	ern.self
NARS2	0	0	0	4	0	4	0	0	0	0	0	0
TIMM44	0	0	0	1	0	1	0	0	0	0	0	0
VPS26A	0	0	0	3	0	3	1	0	1	0	0	0
TPM2	0	0	0	1	0	1	0	0	0	0	0	0
KIR2DL5A	0	0	0	1	0	1	5	0	5	0	0	0
IQGAP1	0	0	0	1	0	1	0	0	0	0	0	0
PLUNC	0	0	0	2	0	2	0	0	0	0	0	0
TINF2	0	0	0	1	0	1	2	1	1	0	0	0
ZNF696	0	0	0	2	0	2	2	1	1	0	0	0
GUF1	0	0	0	1	0	1	0	0	0	0	0	0
NUDT21	0	0	0	1	0	1	10	5	5	0	0	0
AHCTF1	0	0	0	2	0	2	0	0	0	0	0	0
GIT2	0	0	0	2	0	2	1	0	1	0	0	0
AVEN	0	0	0	1	0	1	1	1	0	0	0	0
BIN3	0	0	0	1	0	1	0	0	0	0	0	0
AGGF1	0	0	0	1	0	1	1	0	1	0	0	0
POLR3D	0	0	0	1	0	1	0	0	0	0	0	0
UNC50	0	0	0	1	0	1	1	1	0	0	0	0
MMP7	0	0	0	1	0	1	1	1	0	0	0	0
PRKRIP1	0	0	0	1	0	1	3	0	3	0	0	0
NCRNA00115	0	0	0	1	0	1	3	0	3	0	0	0
HEBP2	0	0	0	1	0	1	1	1	0	0	0	0
PRKD3	0	0	0	1	0	1	0	0	0	0	0	0
SLC4A1	0	0	0	1	0	1	1	1	0	0	0	0
ADAMTS3	0	0	0	1	0	1	0	0	0	0	0	0
TAF1	0	0	0	1	0	1	5	3	2	0	0	0
C7orf58	0	0	0	2	0	2	4	4	0	0	0	0
FYCO1	0	0	0	2	0	2	0	0	0	0	0	0
MOGAT2	0	0	0	2	0	2	2	0	2	0	0	0
MAPK8	0	0	0	3	0	3	3	2	1	0	0	0
FRAT2	0	0	0	1	0	1	2	1	1	0	0	0
ALDH1L1	0	0	0	1	0	1	2	0	2	0	0	0
FAM82A2	0	0	0	1	0	1	1	1	0	0	0	0
RQCD1	0	0	0	1	0	1	0	0	0	0	0	0
ZKSCAN5	0	0	0	2	0	2	5	0	5	0	0	0
PDZD2	0	0	0	1	0	1	0	0	0	0	0	0
DAAM2	0	0	0	3	0	3	0	0	0	0	0	0
DNAJA4	0	0	0	3	0	3	6	3	3	0	0	0
SH3BP1	0	0	0	1	0	1	1	1	0	0	0	0
ARHGAP17	0	0	0	1	0	1	0	0	0	0	0	0
TSPAN6	0	0	0	5	0	5	0	0	0	0	0	0
UGT2A3	0	0	0	1	0	1	0	0	0	0	0	0
BRCA1	0	0	0	2	0	2	2	1	1	0	0	0
EIF2D	0	0	0	1	0	1	0	0	0	0	0	0
YIPF5	0	0	0	4	0	4	0	0	0	0	0	0
TBK1	0	0	0	1	0	1	0	0	0	0	0	0
IKBKE	0	0	0	1	0	1	0	0	0	0	0	0
PDK4	0	0	0	5	0	5	1	0	1	0	0	0
OXA1L	0	0	0	1	0	1	0	0	0	0	0	0
CYTIP	0	0	0	2	0	2	0	0	0	0	0	0
MTMR4	0	0	0	1	0	1	0	0	0	0	0	0
TM4SF5	0	0	0	1	0	1	1	1	0	0	0	0
VAT1	0	0	0	1	0	1	0	0	0	0	0	0
RAB3A	0	0	0	1	0	1	1	1	0	0	0	0
C4BPA	0	0	0	2	0	2	0	0	0	0	0	0
GYS2	0	0	0	3	0	3	2	1	1	0	0	0
IL33	0	0	0	2	0	2	7	1	6	0	0	0
TMEFF1	0	0	0	2	0	2	1	0	1	0	0	0
MYBBP1A	0	0	0	1	0	1	2	2	0	0	0	0
GRN	0	0	0	2	0	2	0	0	0	0	0	0
PDE6D	0	0	0	3	0	3	0	0	0	0	0	0
LHPP	0	0	0	1	0	1	0	0	0	0	0	0
MAP2K6	0	0	0	1	0	1	0	0	0	0	0	0
PLEK2	0	0	0	2	0	2	1	0	1	0	0	0
CD5	0	0	0	1	0	1	0	0	0	0	0	0
AVL9	0	0	0	1	0	1	1	1	0	0	0	0
C14orf93	0	0	0	1	0	1	0	0	0	0	0	0
XPC	0	0	0	5	0	5	1	1	0	0	0	0
OSR2	0	0	0	1	0	1	1	1	0	0	0	0
GIN1	0	0	0	1	0	1	1	0	1	0	0	0
RALBP1	0	0	0	1	0	1	0	0	0	0	0	0
TMC5	0	0	0	1	0	1	1	0	1	0	0	0
AKT1	0	0	0	1	0	1	3	2	1	0	0	0
TMEM135	0	0	0	1	0	1	0	0	0	0	0	0
SOHLH2	0	0	0	1	0	1	0	0	0	0	0	0
PAPSS1	0	0	0	1	0	1	0	0	0	0	0	0
LONP2	0	0	0	2	0	2	0	0	0	0	0	0
FXR2	0	0	0	2	0	2	2	0	2	0	0	0
ZNF415	0	0	0	1	0	1	1	0	1	0	0	0
SYNJ2	0	0	0	1	0	1	0	0	0	0	0	0
CTSZ	0	0	0	3	0	3	0	0	0	0	0	0
WDR73	0	0	0	1	0	1	0	0	0	0	0	0
DDX54	0	0	0	1	0	1	0	0	0	0	0	0
PGRMC1	0	0	0	1	0	1	0	0	0	0	0	0
STX17	0	0	0	1	0	1	0	0	0	0	0	0
PTPN18	0	0	0	1	0	1	1	1	0	0	0	0
DNM2	0	0	0	1	0	1	0	0	0	0	0	0
CRYBB2	0	0	0	1	0	1	0	0	0	0	0	0
RIBC2	0	0	0	1	0	1	0	0	0	0	0	0
BCLAF1	0	0	0	1	0	1	0	0	0	0	0	0
EPHB6	0	0	0	2	0	2	0	0	0	0	0	0
CASP6	0	0	0	2	0	2	4	3	1	0	0	0
KCNE1	0	0	0	1	0	1	1	0	1	0	0	0
BMPR1A	0	0	0	4	0	4	1	0	1	0	0	0
CA1	0	0	0	1	0	1	3	0	3	0	0	0
C11orf17	0	0	0	2	0	2	0	0	0	0	0	0
BRF1	0	0	0	4	0	4	0	0	0	0	0	0
METTL18	0	0	0	2	0	2	12	3	9	0	0	0
APLP2	0	0	0	1	0	1	1	1	0	0	0	0
NAGLU	0	0	0	1	0	1	0	0	0	0	0	0
CD300A	0	0	0	2	0	2	6	6	0	0	0	0
ACOT9	0	0	0	1	0	1	2	1	1	0	0	0
ARF6	0	0	0	1	0	1	0	0	0	0	0	0
CAMSAP1L1	0	0	0	1	0	1	0	0	0	0	0	0
MID2	0	0	0	1	0	1	1	0	1	0	0	0
CNOT2	0	0	0	1	0	1	0	0	0	0	0	0
HGFAC	0	0	0	2	0	2	0	0	0	0	0	0
CTRB1	0	0	0	1	0	1	3	3	0	0	0	0
CD74	0	0	0	1	0	1	0	0	0	0	0	0
MAP7D1	0	0	0	1	0	1	0	0	0	0	0	0
MN1	0	0	0	2	0	2	3	2	1	0	0	0
HIBCH	0	0	0	2	0	2	0	0	0	0	0	0
CXXC4	0	0	0	1	0	1	0	0	0	0	0	0
WDR45	0	0	0	3	0	3	0	0	0	0	0	0
NUPL1	0	0	0	1	0	1	0	0	0	0	0	0
TRAF5	0	0	0	1	0	1	0	0	0	0	0	0
C20orf29	0	0	0	2	0	2	1	1	0	0	0	0
GTF3C2	0	0	0	1	0	1	0	0	0	0	0	0
NADSYN1	0	0	0	1	0	1	1	0	1	0	0	0
TIMM9	0	0	0	1	0	1	0	0	0	0	0	0
CACNA1H	0	0	0	1	0	1	0	0	0	0	0	0
SEMA4A	0	0	0	1	0	1	1	0	1	0	0	0
AHCY	0	0	0	2	0	2	6	5	1	0	0	0
EVL	0	0	0	3	0	3	0	0	0	0	0	0
SPRR3	0	0	0	1	0	1	2	0	2	0	0	0
TNKS	0	0	0	1	0	1	0	0	0	0	0	0
VLDLR	0	0	0	2	0	2	3	0	3	0	0	0
SEMA6B	0	0	0	2	0	2	1	1	0	0	0	0
NBR2	0	0	0	1	0	1	1	0	1	0	0	0
CRYGD	0	0	0	8	0	8	1	0	1	0	0	0
RAP2B	0	0	0	3	0	3	0	0	0	0	0	0
GLP1R	0	0	0	1	0	1	1	0	1	0	0	0
ERCC5	0	0	0	2	0	2	0	0	0	0	0	0
PNN	0	0	0	1	0	1	0	0	0	0	0	0
AVP	0	0	0	1	0	1	1	0	1	0	0	0
EIF3E	0	0	0	1	0	1	2	1	1	0	0	0
SBNO2	0	0	0	1	0	1	3	3	0	0	0	0
SFTPD	0	0	0	1	0	1	1	0	1	0	0	0
C19orf42	0	0	0	2	0	2	0	0	0	0	0	0
EIF2C4	0	0	0	1	0	1	2	0	2	0	0	0
POMC	0	0	0	3	0	3	1	0	1	0	0	0
ALMS1	0	0	0	1	0	1	1	0	1	0	0	0
EFTUD1	0	0	0	1	0	1	0	0	0	0	0	0
SNW1	0	0	0	1	0	1	0	0	0	0	0	0
C1QBP	0	0	0	1	0	1	8	6	2	0	0	0
COQ2	0	0	0	1	0	1	0	0	0	0	0	0
INPP5A	0	0	0	1	0	1	0	0	0	0	0	0
SLC28A1	0	0	0	1	0	1	1	0	1	0	0	0
FAM188A	0	0	0	1	0	1	0	0	0	0	0	0
GALNT8	0	0	0	2	0	2	0	0	0	0	0	0
KPNB1	0	0	0	1	0	1	1	0	1	0	0	0
SMCR7L	0	0	0	1	0	1	0	0	0	0	0	0
DNMT3A	0	0	0	1	0	1	0	0	0	0	0	0
MYL2	0	0	0	1	0	1	0	0	0	0	0	0
TAGLN2	0	0	0	1	0	1	3	3	0	0	0	0
VPS24	0	0	0	3	0	3	1	0	1	0	0	0
ZNF212	0	0	0	3	0	3	2	0	2	0	0	0
ZCCHC24	0	0	0	1	0	1	4	0	4	0	0	0
GNMT	0	0	0	1	0	1	0	0	0	0	0	0
CLUAP1	0	0	0	1	0	1	0	0	0	0	0	0
TMLHE	0	0	0	1	0	1	0	0	0	0	0	0
CYP26B1	0	0	0	2	0	2	0	0	0	0	0	0
MRS2	0	0	0	1	0	1	1	1	0	0	0	0
IBTK	0	0	0	2	0	2	0	0	0	0	0	0
CLK4	0	0	0	2	0	2	0	0	0	0	0	0
VGLL4	0	0	0	2	0	2	0	0	0	0	0	0
PDGFRL	0	0	0	2	0	2	4	0	4	0	0	0
IDUA	0	0	0	2	0	2	0	0	0	0	0	0
ATM	0	0	0	3	0	3	2	1	1	0	0	0
ATP6AP1	0	0	0	2	0	2	0	0	0	0	0	0
SRPK1	0	0	0	1	0	1	61	61	0	0	0	0
FAM127B	0	0	0	1	0	1	10	0	10	0	0	0
FAM110B	0	0	0	1	0	1	1	0	1	0	0	0
QRSL1	0	0	0	1	0	1	0	0	0	0	0	0
CHEK2	0	0	0	2	0	2	1	1	0	0	0	0
SURF1	0	0	0	1	0	1	0	0	0	0	0	0
NUDT9	0	0	0	1	0	1	0	0	0	0	0	0
EHMT1	0	0	0	3	0	3	4	4	0	0	0	0
CYP11B1	0	0	0	1	0	1	4	3	1	0	0	0
MORN1	0	0	0	6	0	6	0	0	0	0	0	0
RABEP2	0	0	0	1	0	1	5	5	0	0	0	0
C8orf55	0	0	0	2	0	2	0	0	0	0	0	0
AKR7A2	0	0	0	1	0	1	1	0	1	0	0	0
TIMM10	0	0	0	2	0	2	19	2	17	0	0	0
APOL6	0	0	0	1	0	1	0	0	0	0	0	0
CAPN1	0	0	0	1	0	1	0	0	0	0	0	0
DHRS4	0	0	0	2	0	2	0	0	0	0	0	0
PCGF2	0	0	0	1	0	1	0	0	0	0	0	0
PDGFD	0	0	0	1	0	1	8	1	7	0	0	0
ILVBL	0	0	0	1	0	1	2	0	2	0	0	0
SQLE	0	0	0	1	0	1	2	0	2	0	0	0
HSPB6	0	0	0	1	0	1	2	1	1	0	0	0
VAC14	0	0	0	1	0	1	0	0	0	0	0	0
ABCA5	0	0	0	1	0	1	1	0	1	0	0	0
SEC22A	0	0	0	1	0	1	0	0	0	0	0	0
DNAJC24	0	0	0	1	0	1	0	0	0	0	0	0
RGS10	0	0	0	1	0	1	0	0	0	0	0	0
POU3F4	0	0	0	1	0	1	0	0	0	0	0	0
HLA.DMA	0	0	0	1	0	1	2	1	1	0	0	0
SPTBN2	0	0	0	1	0	1	0	0	0	0	0	0
SPTBN5	0	0	0	1	0	1	1	0	1	0	0	0
RAB14	0	0	0	2	0	2	0	0	0	0	0	0
ENDOU	0	0	0	1	0	1	2	1	1	0	0	0
UBA7	0	0	0	1	0	1	10	8	2	0	0	0
ERGIC3	0	0	0	2	0	2	0	0	0	0	0	0
MRC2	0	0	0	2	0	2	0	0	0	0	0	0
OPA3	0	0	0	2	0	2	1	1	0	0	0	0
PRRC2A	0	0	0	2	0	2	4	1	3	0	0	0
GOT1	0	0	0	1	0	1	0	0	0	0	0	0
SMARCA5	0	0	0	2	0	2	1	0	1	0	0	0
SMARCC2	0	0	0	1	0	1	0	0	0	0	0	0
FOXN1	0	0	0	2	0	2	1	0	1	0	0	0
TMEM180	0	0	0	1	0	1	0	0	0	0	0	0
AUP1	0	0	0	2	0	2	1	1	0	0	0	0
SLC16A1	0	0	0	3	0	3	0	0	0	0	0	0
PPIL2	0	0	0	1	0	1	0	0	0	0	0	0
PRDM14	0	0	0	1	0	1	2	1	1	0	0	0
ZNF235	0	0	0	1	0	1	0	0	0	0	0	0
AOX1	0	0	0	1	0	1	2	1	1	0	0	0
NKAIN1	0	0	0	1	0	1	1	1	0	0	0	0
AGBL5	0	0	0	1	0	1	7	0	7	0	0	0
GTF2IRD1	0	0	0	1	0	1	2	2	0	0	0	0
FN3K	0	0	0	1	0	1	0	0	0	0	0	0
IKZF4	0	0	0	1	0	1	0	0	0	0	0	0
MT1X	0	0	0	1	0	1	1	0	1	0	0	0
ZNF358	0	0	0	1	0	1	1	1	0	0	0	0
NBR1	0	0	0	1	0	1	0	0	0	0	0	0
PADI1	0	0	0	1	0	1	3	1	2	0	0	0
RAB40A	0	0	0	1	0	1	0	0	0	0	0	0
XPO7	0	0	0	1	0	1	2	1	1	0	0	0
HPRT1	0	0	0	1	0	1	9	1	8	0	0	0
ZMYM3	0	0	0	1	0	1	2	1	1	0	0	0
GDF11	0	0	0	2	0	2	0	0	0	0	0	0
P2RX1	0	0	0	3	0	3	2	0	2	0	0	0
BPHL	0	0	0	3	0	3	0	0	0	0	0	0
CDC34	0	0	0	1	0	1	5	3	2	0	0	0
UBFD1	0	0	0	1	0	1	1	1	0	0	0	0
LCAT	0	0	0	1	0	1	0	0	0	0	0	0
HDAC2	0	0	0	1	0	1	1	0	1	0	0	0
CST8	0	0	0	1	0	1	8	2	6	0	0	0
SLC4A1AP	0	0	0	2	0	2	0	0	0	0	0	0
FAR2	0	0	0	1	0	1	0	0	0	0	0	0
AHSG	0	0	0	1	0	1	0	0	0	0	0	0
REM1	0	0	0	1	0	1	0	0	0	0	0	0
CTSW	0	0	0	1	0	1	1	1	0	0	0	0
RIC3	0	0	0	1	0	1	1	1	0	0	0	0
PPP2R4	0	0	0	1	0	1	1	0	1	0	0	0
TRIAP1	0	0	0	1	0	1	9	0	9	0	0	0
SLC7A7	0	0	0	3	0	3	1	0	1	0	0	0
NPY2R	0	0	0	1	0	1	3	0	3	0	0	0
STON1	0	0	0	1	0	1	0	0	0	0	0	0
RPGRIP1L	0	0	0	2	0	2	1	0	1	0	0	0
SOX12	0	0	0	1	0	1	0	0	0	0	0	0
GOLIM4	0	0	0	1	0	1	0	0	0	0	0	0
TMEM160	0	0	0	1	0	1	1	0	1	0	0	0
HIST1H2AB	0	0	0	1	0	1	0	0	0	0	0	0
UBA2	0	0	0	1	0	1	0	0	0	0	0	0
RAD51L3	0	0	0	1	0	1	4	0	4	0	0	0
WSCD2	0	0	0	1	0	1	0	0	0	0	0	0
MYO5A	0	0	0	1	0	1	1	0	1	0	0	0
GPN2	0	0	0	1	0	1	0	0	0	0	0	0
TLR6	0	0	0	1	0	1	1	0	1	0	0	0
SDR39U1	0	0	0	2	0	2	2	2	0	0	0	0
ZNF324	0	0	0	1	0	1	0	0	0	0	0	0
SPI1	0	0	0	2	0	2	0	0	0	0	0	0
PELP1	0	0	0	1	0	1	0	0	0	0	0	0
TRPA1	0	0	0	1	0	1	2	0	2	0	0	0
ENO2	0	0	0	1	0	1	0	0	0	0	0	0
KIAA1797	0	0	0	1	0	1	0	0	0	0	0	0
GPR44	0	0	0	1	0	1	18	18	0	0	0	0
XCR1	0	0	0	1	0	1	2	2	0	0	0	0
DEPTOR	0	0	0	1	0	1	3	3	0	0	0	0
NBEA	0	0	0	2	0	2	0	0	0	0	0	0
DMBT1	0	0	0	1	0	1	0	0	0	0	0	0
SLC6A20	0	0	0	2	0	2	1	1	0	0	0	0
IDH3B	0	0	0	2	0	2	3	2	1	0	0	0
ARCN1	0	0	0	1	0	1	0	0	0	0	0	0
ANKRD6	0	0	0	1	0	1	0	0	0	0	0	0
C9orf91	0	0	0	1	0	1	0	0	0	0	0	0
ATF7	0	0	0	1	0	1	1	0	1	0	0	0
RCBTB1	0	0	0	2	0	2	0	0	0	0	0	0
MAMLD1	0	0	0	2	0	2	0	0	0	0	0	0
FUCA1	0	0	0	1	0	1	2	2	0	0	0	0
WWC2	0	0	0	1	0	1	0	0	0	0	0	0
API5	0	0	0	1	0	1	0	0	0	0	0	0
CORT	0	0	0	2	0	2	0	0	0	0	0	0
ZNF23	0	0	0	1	0	1	0	0	0	0	0	0
RFX3	0	0	0	2	0	2	1	0	1	0	0	0
VWA5A	0	0	0	1	0	1	1	1	0	0	0	0
STX12	0	0	0	1	0	1	0	0	0	0	0	0
ENG	0	0	0	1	0	1	0	0	0	0	0	0
GOLGA4	0	0	0	2	0	2	0	0	0	0	0	0
NDUFV1	0	0	0	1	0	1	0	0	0	0	0	0
PVRL1	0	0	0	2	0	2	1	0	1	0	0	0
XRCC6	0	0	0	1	0	1	6	6	0	0	0	0
NXN	0	0	0	1	0	1	1	1	0	0	0	0
INPP5K	0	0	0	2	0	2	0	0	0	0	0	0
GJA8	0	0	0	1	0	1	0	0	0	0	0	0
HADH	0	0	0	1	0	1	0	0	0	0	0	0
ZNF91	0	0	0	1	0	1	1	1	0	0	0	0
REXO2	0	0	0	1	0	1	0	0	0	0	0	0
CCBL1	0	0	0	2	0	2	0	0	0	0	0	0
PATZ1	0	0	0	1	0	1	0	0	0	0	0	0
SSTR1	0	0	0	1	0	1	1	1	0	0	0	0
ARMC7	0	0	0	1	0	1	0	0	0	0	0	0
SERTAD3	0	0	0	1	0	1	0	0	0	0	0	0
EGR3	0	0	0	1	0	1	0	0	0	0	0	0
TSPAN2	0	0	0	1	0	1	0	0	0	0	0	0
HRSP12	0	0	0	2	0	2	1	1	0	0	0	0
ZNF318	0	0	0	1	0	1	0	0	0	0	0	0
GPR135	0	0	0	1	0	1	2	1	1	0	0	0
C16orf59	0	0	0	2	0	2	0	0	0	0	0	0
TBCCD1	0	0	0	1	0	1	1	1	0	0	0	0
LOC55908	0	0	0	1	0	1	0	0	0	0	0	0
UGT8	0	0	0	1	0	1	1	0	1	0	0	0
CABYR	0	0	0	1	0	1	0	0	0	0	0	0
C5AR1	0	0	0	1	0	1	1	1	0	0	0	0
NUDT3	0	0	0	2	0	2	8	0	8	0	0	0
RMND5B	0	0	0	1	0	1	4	0	4	0	0	0
TTC31	0	0	0	1	0	1	0	0	0	0	0	0
ME3	0	0	0	4	0	4	4	0	4	0	0	0
LAMTOR2	0	0	0	1	0	1	2	1	1	0	0	0
EIF4E	0	0	0	1	0	1	0	0	0	0	0	0
SIX3	0	0	0	1	0	1	1	1	0	0	0	0
SLC35C2	0	0	0	1	0	1	0	0	0	0	0	0
PPP2R3C	0	0	0	1	0	1	0	0	0	0	0	0
MRPS14	0	0	0	2	0	2	1	1	0	0	0	0
MFSD1	0	0	0	1	0	1	0	0	0	0	0	0
UGT2A1	0	0	0	1	0	1	1	0	1	0	0	0
CRISPLD2	0	0	0	2	0	2	0	0	0	0	0	0
GABRD	0	0	0	1	0	1	0	0	0	0	0	0
CHIC2	0	0	0	1	0	1	3	3	0	0	0	0
NCOA4	0	0	0	1	0	1	0	0	0	0	0	0
ZNF675	0	0	0	1	0	1	0	0	0	0	0	0
UBA5	0	0	0	1	0	1	1	0	1	0	0	0
MRE11A	0	0	0	1	0	1	2	2	0	0	0	0
RIC8B	0	0	0	2	0	2	1	0	1	0	0	0
MAGEB2	0	0	0	1	0	1	6	0	6	0	0	0
CDC42EP4	0	0	0	2	0	2	0	0	0	0	0	0
PSG6	0	0	0	2	0	2	0	0	0	0	0	0
SLC35A2	0	0	0	1	0	1	1	1	0	0	0	0
ARMCX5	0	0	0	1	0	1	0	0	0	0	0	0
ASAP1	0	0	0	1	0	1	0	0	0	0	0	0
PCCA	0	0	0	1	0	1	1	1	0	0	0	0
LIFR	0	0	0	3	0	3	0	0	0	0	0	0
MAF	0	0	0	1	0	1	0	0	0	0	0	0
C1orf112	0	0	0	1	0	1	5	0	5	0	0	0
ZNF222	0	0	0	1	0	1	0	0	0	0	0	0
C9orf95	0	0	0	1	0	1	0	0	0	0	0	0
PTDSS2	0	0	0	1	0	1	1	1	0	0	0	0
KIF1C	0	0	0	2	0	2	0	0	0	0	0	0
NPEPPS	0	0	0	1	0	1	0	0	0	0	0	0
SLCO5A1	0	0	0	2	0	2	0	0	0	0	0	0
HOMER3	0	0	0	1	0	1	2	1	1	0	0	0
PANK3	0	0	0	1	0	1	0	0	0	0	0	0
TMEM19	0	0	0	1	0	1	1	0	1	0	0	0
ZNF672	0	0	0	2	0	2	1	0	1	0	0	0
SLC25A38	0	0	0	2	0	2	1	1	0	0	0	0
OLFML2B	0	0	0	1	0	1	0	0	0	0	0	0
C10orf2	0	0	0	2	0	2	4	3	1	0	0	0
CALB2	0	0	0	1	0	1	2	1	1	0	0	0
APOLD1	0	0	0	1	0	1	1	1	0	0	0	0
SLC25A3	0	0	0	1	0	1	0	0	0	0	0	0
DGCR6	0	0	0	1	0	1	0	0	0	0	0	0
SUMO1	0	0	0	1	0	1	2	1	1	0	0	0
CLK1	0	0	0	1	0	1	0	0	0	0	0	0
ALX1	0	0	0	1	0	1	0	0	0	0	0	0
SARS2	0	0	0	1	0	1	0	0	0	0	0	0
CDC25B	0	0	0	1	0	1	0	0	0	0	0	0
ETFB	0	0	0	1	0	1	0	0	0	0	0	0
WFS1	0	0	0	2	0	2	0	0	0	0	0	0
SRSF11	0	0	0	2	0	2	2	0	2	0	0	0
PCYT1A	0	0	0	1	0	1	0	0	0	0	0	0
CLCN1	0	0	0	1	0	1	2	0	2	0	0	0
LPIN2	0	0	0	1	0	1	3	2	1	0	0	0
APOL5	0	0	0	1	0	1	2	0	2	0	0	0
HGS	0	0	0	1	0	1	0	0	0	0	0	0
TPRA1	0	0	0	1	0	1	0	0	0	0	0	0
MMP28	0	0	0	1	0	1	0	0	0	0	0	0
IFT81	0	0	0	1	0	1	0	0	0	0	0	0
TAX1BP1	0	0	0	1	0	1	0	0	0	0	0	0
TRPC1	0	0	0	1	0	1	9	8	1	0	0	0
KLF15	0	0	0	1	0	1	1	0	1	0	0	0
APH1A	0	0	0	1	0	1	9	1	8	0	0	0
KCNAB3	0	0	0	2	0	2	0	0	0	0	0	0
AMPD1	0	0	0	1	0	1	2	0	2	0	0	0
PHF15	0	0	0	1	0	1	1	1	0	0	0	0
PTPRT	0	0	0	1	0	1	1	0	1	0	0	0
PLAGL2	0	0	0	1	0	1	2	2	0	0	0	0
DOC2A	0	0	0	1	0	1	0	0	0	0	0	0
TBX1	0	0	0	1	0	1	0	0	0	0	0	0
SMPD3	0	0	0	1	0	1	1	1	0	0	0	0
LTA	0	0	0	1	0	1	0	0	0	0	0	0
TRMT61B	0	0	0	1	0	1	0	0	0	0	0	0
AFTPH	0	0	0	1	0	1	1	0	1	0	0	0
DNAJC17	0	0	0	1	0	1	1	0	1	0	0	0
ITIH5	0	0	0	2	0	2	7	7	0	0	0	0
TJAP1	0	0	0	1	0	1	0	0	0	0	0	0
BSN	0	0	0	1	0	1	2	1	1	0	0	0
DNTTIP2	0	0	0	1	0	1	2	2	0	0	0	0
KLF13	0	0	0	1	0	1	1	1	0	0	0	0
CKMT2	0	0	0	1	0	1	1	0	1	0	0	0
SIL1	0	0	0	1	0	1	2	0	2	0	0	0
TMED3	0	0	0	1	0	1	1	1	0	0	0	0
TMC6	0	0	0	1	0	1	2	1	1	0	0	0
IP6K1	0	0	0	1	0	1	0	0	0	0	0	0
HBP1	0	0	0	1	0	1	0	0	0	0	0	0
TNFRSF1B	0	0	0	1	0	1	0	0	0	0	0	0
CEP110	0	0	0	1	0	1	0	0	0	0	0	0
SRPR	0	0	0	1	0	1	1	0	1	0	0	0
TSTA3	0	0	0	1	0	1	4	3	1	0	0	0
HIP1	0	0	0	1	0	1	4	2	2	0	0	0
MAP1A	0	0	0	1	0	1	3	3	0	0	0	0
SLC48A1	0	0	0	1	0	1	0	0	0	0	0	0
TBC1D19	0	0	0	2	0	2	0	0	0	0	0	0
CAMK2G	0	0	0	1	0	1	0	0	0	0	0	0
MMADHC	0	0	0	1	0	1	0	0	0	0	0	0
CYTH4	0	0	0	1	0	1	2	0	2	0	0	0
SSX5	0	0	0	1	0	1	0	0	0	0	0	0
EFNB3	0	0	0	1	0	1	0	0	0	0	0	0
KRT12	0	0	0	1	0	1	1	1	0	0	0	0
PTGES	0	0	0	1	0	1	0	0	0	0	0	0
RAE1	0	0	0	2	0	2	4	4	0	0	0	0
WWTR1	0	0	0	1	0	1	0	0	0	0	0	0
FLII	0	0	0	1	0	1	0	0	0	0	0	0
LRRC16A	0	0	0	1	0	1	0	0	0	0	0	0
TRPM8	0	0	0	2	0	2	0	0	0	0	0	0
SF3B5	0	0	0	1	0	1	1	1	0	0	0	0
C8orf84	0	0	0	2	0	2	0	0	0	0	0	0
SNTB1	0	0	0	1	0	1	0	0	0	0	0	0
MAST2	0	0	0	1	0	1	0	0	0	0	0	0
LPCAT4	0	0	0	1	0	1	0	0	0	0	0	0
ANKRD26	0	0	0	1	0	1	0	0	0	0	0	0
WASF3	0	0	0	2	0	2	0	0	0	0	0	0
CCT6A	0	0	0	2	0	2	3	1	2	0	0	0
C7orf28B	0	0	0	1	0	1	0	0	0	0	0	0
RNPEP	0	0	0	1	0	1	0	0	0	0	0	0
NSUN5	0	0	0	1	0	1	5	0	5	0	0	0
ZKSCAN3	0	0	0	1	0	1	0	0	0	0	0	0
C14orf104	0	0	0	1	0	1	3	0	3	0	0	0
ADAT1	0	0	0	1	0	1	0	0	0	0	0	0
WDR1	0	0	0	1	0	1	0	0	0	0	0	0
NDST2	0	0	0	1	0	1	0	0	0	0	0	0
MKLN1	0	0	0	1	0	1	0	0	0	0	0	0
CCDC109B	0	0	0	1	0	1	1	0	1	0	0	0
CTIF	0	0	0	1	0	1	3	3	0	0	0	0
ANKRD27	0	0	0	1	0	1	15	1	14	0	0	0
CCL27	0	0	0	2	0	2	2	0	2	0	0	0
ZYX	0	0	0	1	0	1	0	0	0	0	0	0
HSD17B1	0	0	0	1	0	1	1	0	1	0	0	0
SNAPC4	0	0	0	1	0	1	0	0	0	0	0	0
SLC39A2	0	0	0	3	0	3	0	0	0	0	0	0
CCZ1	0	0	0	1	0	1	1	0	1	0	0	0
RIMS1	0	0	0	2	0	2	4	1	3	0	0	0
LPAR2	0	0	0	1	0	1	0	0	0	0	0	0
CCDC25	0	0	0	1	0	1	0	0	0	0	0	0
SLC8A2	0	0	0	1	0	1	8	8	0	0	0	0
SLC5A12	0	0	0	1	0	1	7	7	0	0	0	0
PHLDA3	0	0	0	1	0	1	0	0	0	0	0	0
HPS5	0	0	0	1	0	1	11	11	0	0	0	0
ZNF423	0	0	0	1	0	1	4	3	1	0	0	0
EIF2C1	0	0	0	1	0	1	1	1	0	0	0	0
KPTN	0	0	0	1	0	1	0	0	0	0	0	0
ERMP1	0	0	0	2	0	2	0	0	0	0	0	0
IFNAR1	0	0	0	1	0	1	0	0	0	0	0	0
