	probe	EntrezGene.ID	Gene.Symbol
geneid_7783	geneid_7783	7783	ZP2
geneid_115273	geneid_115273	115273	RAB42
geneid_4048	geneid_4048	4048	LTA4H
geneid_2059	geneid_2059	2059	EPS8
geneid_29107	geneid_29107	29107	NXT1
geneid_121506	geneid_121506	121506	C12orf46
geneid_284427	geneid_284427	284427	MGC34725
geneid_5045	geneid_5045	5045	FURIN
geneid_147920	geneid_147920	147920	IGFL2
geneid_1237	geneid_1237	1237	CCR8
geneid_643037	geneid_643037	643037	LOC643037
geneid_327657	geneid_327657	327657	SERPINA9
geneid_25817	geneid_25817	25817	FAM19A5
geneid_9296	geneid_9296	9296	ATP6V1F
geneid_10717	geneid_10717	10717	AP4B1
geneid_55746	geneid_55746	55746	NUP133
geneid_152273	geneid_152273	152273	FGD5
geneid_6836	geneid_6836	6836	SURF4
geneid_10536	geneid_10536	10536	LEPREL2
geneid_55656	geneid_55656	55656	INTS8
geneid_55954	geneid_55954	55954	ZMAT5
geneid_93624	geneid_93624	93624	MGC21874
geneid_3795	geneid_3795	3795	KHK
geneid_760	geneid_760	760	CA2
geneid_6158	geneid_6158	6158	RPL28
geneid_136371	geneid_136371	136371	ASB10
geneid_54413	geneid_54413	54413	NLGN3
geneid_55066	geneid_55066	55066	PDPR
geneid_6715	geneid_6715	6715	SRD5A1
geneid_338376	geneid_338376	338376	IFNE1
geneid_7918	geneid_7918	7918	BAT4
geneid_54207	geneid_54207	54207	KCNK10
geneid_2050	geneid_2050	2050	EPHB4
geneid_51805	geneid_51805	51805	COQ3
geneid_55545	geneid_55545	55545	MSX2P
geneid_7404	geneid_7404	7404	UTY
geneid_441996	geneid_441996	441996	LOC441996
geneid_3707	geneid_3707	3707	ITPKB
geneid_51304	geneid_51304	51304	ZDHHC3
geneid_84925	geneid_84925	84925	DIRC2
geneid_23370	geneid_23370	23370	ARHGEF18
geneid_199974	geneid_199974	199974	CYP4Z1
geneid_3122	geneid_3122	3122	HLA-DRA
geneid_23254	geneid_23254	23254	KIAA1026
geneid_25976	geneid_25976	25976	TIPARP
geneid_23649	geneid_23649	23649	POLA2
geneid_127124	geneid_127124	127124	ATP6V1G3
geneid_146723	geneid_146723	146723	C17orf77
geneid_5721	geneid_5721	5721	PSME2
geneid_65123	geneid_65123	65123	INTS3
geneid_123355	geneid_123355	123355	LRRC28
geneid_29950	geneid_29950	29950	SERTAD1
geneid_8875	geneid_8875	8875	VNN2
geneid_493754	geneid_493754	493754	LOC493754
geneid_83479	geneid_83479	83479	DDX59
geneid_51348	geneid_51348	51348	KLRF1
geneid_63967	geneid_63967	63967	CLSPN
geneid_50863	geneid_50863	50863	HNT
geneid_90993	geneid_90993	90993	CREB3L1
geneid_4974	geneid_4974	4974	OMG
geneid_25775	geneid_25775	25775	C22orf24
geneid_5805	geneid_5805	5805	PTS
geneid_6840	geneid_6840	6840	SVIL
geneid_55760	geneid_55760	55760	DHX32
geneid_22953	geneid_22953	22953	P2RX2
geneid_29105	geneid_29105	29105	GTL3
geneid_387923	geneid_387923	387923	C13orf21
geneid_7391	geneid_7391	7391	USF1
geneid_27127	geneid_27127	27127	SMC1B
geneid_400916	geneid_400916	400916	C22orf16
geneid_6988	geneid_6988	6988	TCTA
geneid_51434	geneid_51434	51434	ANAPC7
geneid_10983	geneid_10983	10983	CCNI
geneid_120526	geneid_120526	120526	ZCSL3
geneid_79924	geneid_79924	79924	ADM2
geneid_6400	geneid_6400	6400	SEL1L
geneid_59272	geneid_59272	59272	ACE2
geneid_219743	geneid_219743	219743	TYSND1
geneid_7130	geneid_7130	7130	TNFAIP6
geneid_3431	geneid_3431	3431	SP110
geneid_8900	geneid_8900	8900	CCNA1
geneid_9230	geneid_9230	9230	RAB11B
geneid_83733	geneid_83733	83733	SLC25A18
geneid_79625	geneid_79625	79625	FLJ23191
geneid_408263	geneid_408263	408263	MGC27121
geneid_50628	geneid_50628	50628	GEMIN4
geneid_90826	geneid_90826	90826	LOC90826
geneid_55004	geneid_55004	55004	C11orf59
geneid_57115	geneid_57115	57115	PGLYRP4
geneid_138649	geneid_138649	138649	ANKRD19
geneid_198437	geneid_198437	198437	LOC198437
geneid_375567	geneid_375567	375567	UNQ739
geneid_80757	geneid_80757	80757	TMEM121
geneid_4038	geneid_4038	4038	LRP4
geneid_128497	geneid_128497	128497	C20orf165
geneid_11085	geneid_11085	11085	ADAM30
geneid_9244	geneid_9244	9244	CRLF1
geneid_51166	geneid_51166	51166	AADAT
geneid_9033	geneid_9033	9033	PKD2L1
geneid_83955	geneid_83955	83955	NACAP1
geneid_64080	geneid_64080	64080	RBKS
geneid_2919	geneid_2919	2919	CXCL1
geneid_79571	geneid_79571	79571	GCC1
geneid_5763	geneid_5763	5763	PTMS
geneid_26045	geneid_26045	26045	LRRTM2
geneid_632	geneid_632	632	BGLAP
geneid_10131	geneid_10131	10131	TRAP1
geneid_55356	geneid_55356	55356	SLC22A15
geneid_60386	geneid_60386	60386	SLC25A19
geneid_387496	geneid_387496	387496	RASL11A
geneid_126068	geneid_126068	126068	ZNF441
geneid_8751	geneid_8751	8751	ADAM15
geneid_29122	geneid_29122	29122	TSP50
geneid_353133	geneid_353133	353133	LCE1C
geneid_54475	geneid_54475	54475	NLE1
geneid_144245	geneid_144245	144245	ALG10B
geneid_8241	geneid_8241	8241	RBM10
geneid_26998	geneid_26998	26998	FETUB
geneid_27105	geneid_27105	27105	HSU79275
geneid_7411	geneid_7411	7411	VBP1
geneid_26526	geneid_26526	26526	TSPAN16
geneid_23080	geneid_23080	23080	KIAA0241
geneid_63931	geneid_63931	63931	MRPS14
geneid_63908	geneid_63908	63908	NAPB
geneid_442227	geneid_442227	442227	LOC442227
geneid_122553	geneid_122553	122553	TRAPPC6B
geneid_84231	geneid_84231	84231	TRAF7
geneid_55644	geneid_55644	55644	OSGEP
geneid_2830	geneid_2830	2830	GPR6
geneid_23568	geneid_23568	23568	ARL2BP
geneid_341	geneid_341	341	APOC1
geneid_4248	geneid_4248	4248	MGAT3
geneid_4982	geneid_4982	4982	TNFRSF11B
geneid_57677	geneid_57677	57677	ZFP14
geneid_8622	geneid_8622	8622	PDE8B
geneid_126069	geneid_126069	126069	ZNF491
geneid_11046	geneid_11046	11046	SLC35D2
geneid_8045	geneid_8045	8045	RASSF7
geneid_7356	geneid_7356	7356	SCGB1A1
geneid_7745	geneid_7745	7745	ZNF192
geneid_57130	geneid_57130	57130	ATP13A1
geneid_644975	geneid_644975	644975	FLJ30064
geneid_26259	geneid_26259	26259	FBXW8
geneid_57590	geneid_57590	57590	WDFY1
geneid_2313	geneid_2313	2313	FLI1
geneid_222029	geneid_222029	222029	DKFZp434L192
geneid_10094	geneid_10094	10094	ARPC3
geneid_4359	geneid_4359	4359	MPZ
geneid_169675	geneid_169675	169675	ANKRD18A
geneid_169044	geneid_169044	169044	COL22A1
geneid_128077	geneid_128077	128077	LIX1L
geneid_64224	geneid_64224	64224	HERPUD2
geneid_51554	geneid_51554	51554	CCRL1
geneid_8741	geneid_8741	8741	TNFSF13
geneid_116372	geneid_116372	116372	LYPD1
geneid_53940	geneid_53940	53940	FTHL17
geneid_79770	geneid_79770	79770	C5orf14
geneid_440138	geneid_440138	440138	ALG11
geneid_51701	geneid_51701	51701	NLK
geneid_377841	geneid_377841	377841	ENTPD8
geneid_84938	geneid_84938	84938	ATG4C
geneid_253639	geneid_253639	253639	ZNF620
geneid_29118	geneid_29118	29118	DDX25
geneid_386653	geneid_386653	386653	IL31
geneid_642005	geneid_642005	642005	LOC642005
geneid_151306	geneid_151306	151306	GPBAR1
geneid_10277	geneid_10277	10277	UBE4B
geneid_441177	geneid_441177	441177	LOC441177
geneid_5611	geneid_5611	5611	DNAJC3
geneid_5521	geneid_5521	5521	PPP2R2B
geneid_54457	geneid_54457	54457	TAF7L
geneid_162655	geneid_162655	162655	ZNF519
geneid_149483	geneid_149483	149483	CCDC17
geneid_92483	geneid_92483	92483	LDHAL6B
geneid_3385	geneid_3385	3385	ICAM3
geneid_130535	geneid_130535	130535	KCTD18
geneid_1188	geneid_1188	1188	CLCNKB
geneid_113655	geneid_113655	113655	MFSD3
geneid_27183	geneid_27183	27183	VPS4A
geneid_284371	geneid_284371	284371	LOC284371
geneid_80157	geneid_80157	80157	FLJ21511
geneid_5593	geneid_5593	5593	PRKG2
geneid_378807	geneid_378807	378807	CATSPER4
geneid_646215	geneid_646215	646215	LOC646215
geneid_79102	geneid_79102	79102	RNF26
geneid_825	geneid_825	825	CAPN3
geneid_144423	geneid_144423	144423	GLT1D1
geneid_23769	geneid_23769	23769	FLRT1
geneid_221178	geneid_221178	221178	SPATA13
geneid_57393	geneid_57393	57393	TMEM27
geneid_83598	geneid_83598	83598	LUZPP1
geneid_2548	geneid_2548	2548	GAA
geneid_3421	geneid_3421	3421	IDH3G
geneid_26233	geneid_26233	26233	FBXL6
geneid_3766	geneid_3766	3766	KCNJ10
geneid_374395	geneid_374395	374395	LOC374395
geneid_158314	geneid_158314	158314	C9orf44
geneid_222658	geneid_222658	222658	KCTD20
geneid_79933	geneid_79933	79933	SYNPO2L
geneid_51198	geneid_51198	51198	C9orf53
geneid_55844	geneid_55844	55844	PPP2R2D
geneid_8446	geneid_8446	8446	DUSP11
geneid_26175	geneid_26175	26175	C14orf109
geneid_246704	geneid_246704	246704	C21orf93
geneid_163786	geneid_163786	163786	SASS6
geneid_387509	geneid_387509	387509	GPR153
geneid_390892	geneid_390892	390892	OR7A10
geneid_8676	geneid_8676	8676	STX11
geneid_146540	geneid_146540	146540	FLJ32130
geneid_8362	geneid_8362	8362	HIST1H4K
geneid_440396	geneid_440396	440396	LOC440396
geneid_5333	geneid_5333	5333	PLCD1
geneid_83538	geneid_83538	83538	TTC25
geneid_22927	geneid_22927	22927	HABP4
geneid_374907	geneid_374907	374907	B3GNT8
geneid_112401	geneid_112401	112401	BIRC8
geneid_1419	geneid_1419	1419	CRYGB
geneid_408	geneid_408	408	ARRB1
geneid_4975	geneid_4975	4975	OMP
geneid_84419	geneid_84419	84419	C15orf48
geneid_8574	geneid_8574	8574	AKR7A2
geneid_128229	geneid_128229	128229	C1orf182
geneid_150280	geneid_150280	150280	HORMAD2
geneid_51650	geneid_51650	51650	MRPS33
geneid_128239	geneid_128239	128239	IQGAP3
geneid_4438	geneid_4438	4438	MSH4
geneid_51016	geneid_51016	51016	C14orf122
geneid_57085	geneid_57085	57085	AGTRAP
geneid_389941	geneid_389941	389941	C1QL3
geneid_7670	geneid_7670	7670	ZNF117
geneid_1524	geneid_1524	1524	CX3CR1
geneid_606551	geneid_606551	606551	UBE2MP1
geneid_22983	geneid_22983	22983	MAST1
geneid_158056	geneid_158056	158056	MAMDC4
geneid_401827	geneid_401827	401827	MPFL
geneid_330	geneid_330	330	BIRC3
geneid_221302	geneid_221302	221302	C6orf113
geneid_2983	geneid_2983	2983	GUCY1B3
geneid_975	geneid_975	975	CD81
geneid_8925	geneid_8925	8925	HERC1
geneid_10209	geneid_10209	10209	EIF1
geneid_4842	geneid_4842	4842	NOS1
geneid_79733	geneid_79733	79733	E2F8
geneid_23753	geneid_23753	23753	SDF2L1
geneid_1558	geneid_1558	1558	CYP2C8
geneid_140432	geneid_140432	140432	RNF113B
geneid_4499	geneid_4499	4499	MT1M
geneid_7010	geneid_7010	7010	TEK
geneid_2992	geneid_2992	2992	GYG1
geneid_353174	geneid_353174	353174	LGICZ1
geneid_84987	geneid_84987	84987	C12orf62
geneid_8507	geneid_8507	8507	ENC1
geneid_645323	geneid_645323	645323	LOC645323
geneid_400684	geneid_400684	400684	LOC400684
geneid_55289	geneid_55289	55289	ACOXL
geneid_647065	geneid_647065	647065	LOC647065
geneid_162394	geneid_162394	162394	SLFN5
geneid_641384	geneid_641384	641384	TMEM75
geneid_9274	geneid_9274	9274	BCL7C
geneid_399900	geneid_399900	399900	LOC399900
geneid_6940	geneid_6940	6940	ZNF354A
geneid_140732	geneid_140732	140732	SPAG4L
geneid_54437	geneid_54437	54437	SEMA5B
geneid_81576	geneid_81576	81576	MGC10471
geneid_84501	geneid_84501	84501	SPIRE2
geneid_6117	geneid_6117	6117	RPA1
geneid_124093	geneid_124093	124093	CCDC78
geneid_285754	geneid_285754	285754	FLJ37396
geneid_64092	geneid_64092	64092	SAMSN1
geneid_79857	geneid_79857	79857	FLJ13224
geneid_79187	geneid_79187	79187	FSD1
geneid_8729	geneid_8729	8729	GBF1
geneid_7746	geneid_7746	7746	ZNF193
geneid_23658	geneid_23658	23658	LSM5
geneid_64110	geneid_64110	64110	MAGEF1
geneid_2634	geneid_2634	2634	GBP2
geneid_51550	geneid_51550	51550	CINP
geneid_9757	geneid_9757	9757	MLL4
geneid_92170	geneid_92170	92170	MTG1
geneid_646023	geneid_646023	646023	FLJ34651
geneid_201627	geneid_201627	201627	FAM116A
geneid_2660	geneid_2660	2660	GDF8
geneid_7224	geneid_7224	7224	TRPC5
geneid_10123	geneid_10123	10123	ARL4C
geneid_11326	geneid_11326	11326	VSIG4
geneid_132299	geneid_132299	132299	OCIAD2
geneid_8483	geneid_8483	8483	CILP
geneid_2277	geneid_2277	2277	FIGF
geneid_9557	geneid_9557	9557	CHD1L
geneid_23048	geneid_23048	23048	FNBP1
geneid_23625	geneid_23625	23625	FAM89B
geneid_84816	geneid_84816	84816	RTN4IP1
geneid_125113	geneid_125113	125113	KA21
geneid_148254	geneid_148254	148254	ZNF555
geneid_2572	geneid_2572	2572	GAD2
geneid_79973	geneid_79973	79973	ZNF442
geneid_80317	geneid_80317	80317	ZNF306
geneid_25801	geneid_25801	25801	GCA
geneid_55498	geneid_55498	55498	PRO2900
geneid_23708	geneid_23708	23708	GSPT2
geneid_7104	geneid_7104	7104	TM4SF4
geneid_8335	geneid_8335	8335	HIST1H2AB
geneid_8897	geneid_8897	8897	MTMR3
geneid_2013	geneid_2013	2013	EMP2
geneid_285033	geneid_285033	285033	LOC285033
geneid_56147	geneid_56147	56147	PCDHA1
geneid_63935	geneid_63935	63935	C20orf67
geneid_9270	geneid_9270	9270	ITGB1BP1
geneid_9228	geneid_9228	9228	DLGAP2
geneid_56143	geneid_56143	56143	PCDHA5
geneid_387733	geneid_387733	387733	IFITM5
geneid_83605	geneid_83605	83605	CCM2
geneid_1954	geneid_1954	1954	MEGF8
geneid_129530	geneid_129530	129530	LOC129530
geneid_394	geneid_394	394	ARHGAP5
geneid_57537	geneid_57537	57537	SORCS2
geneid_9229	geneid_9229	9229	DLGAP1
geneid_221955	geneid_221955	221955	DAGLBETA
geneid_8797	geneid_8797	8797	TNFRSF10A
geneid_56244	geneid_56244	56244	BTNL2
geneid_401	geneid_401	401	PHOX2A
geneid_25929	geneid_25929	25929	GEMIN5
geneid_117156	geneid_117156	117156	SCGB3A2
geneid_197196	geneid_197196	197196	TMEM148
geneid_283551	geneid_283551	283551	LOC283551
geneid_131474	geneid_131474	131474	CHCHD4
geneid_5164	geneid_5164	5164	PDK2
geneid_8928	geneid_8928	8928	FOXH1
geneid_4217	geneid_4217	4217	MAP3K5
geneid_23466	geneid_23466	23466	CBX6
geneid_163033	geneid_163033	163033	ZNF579
geneid_642668	geneid_642668	642668	LOC642668
geneid_91687	geneid_91687	91687	CENPL
geneid_8295	geneid_8295	8295	TRRAP
geneid_79661	geneid_79661	79661	NEIL1
geneid_284339	geneid_284339	284339	TMEM145
geneid_124930	geneid_124930	124930	ANKRD13B
geneid_400369	geneid_400369	400369	DKFZp781M2440
geneid_254050	geneid_254050	254050	LRRC43
geneid_22981	geneid_22981	22981	RP4-691N24.1
geneid_84529	geneid_84529	84529	C15orf41
geneid_339201	geneid_339201	339201	C17orf65
geneid_2121	geneid_2121	2121	EVC
geneid_146177	geneid_146177	146177	LOC146177
geneid_83854	geneid_83854	83854	ANGPTL6
geneid_3445	geneid_3445	3445	IFNA8
geneid_51442	geneid_51442	51442	VGLL1
geneid_4818	geneid_4818	4818	NKG7
geneid_7634	geneid_7634	7634	ZNF80
geneid_388503	geneid_388503	388503	LOC388503
geneid_78986	geneid_78986	78986	DUSP26
geneid_3613	geneid_3613	3613	IMPA2
geneid_79750	geneid_79750	79750	ZNF659
geneid_79907	geneid_79907	79907	FLJ14126
geneid_25940	geneid_25940	25940	FAM98A
geneid_2987	geneid_2987	2987	GUK1
geneid_55529	geneid_55529	55529	TMEM55A
geneid_79895	geneid_79895	79895	ATP8B4
geneid_149076	geneid_149076	149076	FLJ25476
geneid_7867	geneid_7867	7867	MAPKAPK3
geneid_84517	geneid_84517	84517	ARPM1
geneid_9982	geneid_9982	9982	FGFBP1
geneid_83661	geneid_83661	83661	MS4A8B
geneid_1812	geneid_1812	1812	DRD1
geneid_27229	geneid_27229	27229	76P
geneid_283665	geneid_283665	283665	LOC283665
geneid_168433	geneid_168433	168433	RNF133
geneid_9217	geneid_9217	9217	VAPB
geneid_51181	geneid_51181	51181	DCXR
geneid_6498	geneid_6498	6498	SKIL
geneid_283416	geneid_283416	283416	C12orf61
geneid_390712	geneid_390712	390712	LOC390712
geneid_84335	geneid_84335	84335	AKT1S1
geneid_150596	geneid_150596	150596	FLJ32955
geneid_6605	geneid_6605	6605	SMARCE1
geneid_57613	geneid_57613	57613	KIAA1467
geneid_29074	geneid_29074	29074	MRPL18
geneid_55929	geneid_55929	55929	DMAP1
geneid_5409	geneid_5409	5409	PNMT
geneid_150082	geneid_150082	150082	C21orf13
geneid_171546	geneid_171546	171546	C14orf147
geneid_641928	geneid_641928	641928	FLJ16734
geneid_7761	geneid_7761	7761	ZNF214
geneid_9901	geneid_9901	9901	SRGAP3
geneid_285668	geneid_285668	285668	FLJ37543
geneid_148345	geneid_148345	148345	C1orf127
geneid_8416	geneid_8416	8416	ANXA9
geneid_240	geneid_240	240	ALOX5
geneid_8893	geneid_8893	8893	EIF2B5
geneid_114758	geneid_114758	114758	CSPG4LYP1
geneid_6514	geneid_6514	6514	SLC2A2
geneid_65217	geneid_65217	65217	PCDH15
geneid_79992	geneid_79992	79992	C6orf59
geneid_25837	geneid_25837	25837	RAB26
geneid_2778	geneid_2778	2778	GNAS
geneid_126402	geneid_126402	126402	CCDC105
geneid_118738	geneid_118738	118738	ZNF488
geneid_3175	geneid_3175	3175	ONECUT1
geneid_51660	geneid_51660	51660	BRP44L
geneid_8542	geneid_8542	8542	APOL1
geneid_55970	geneid_55970	55970	GNG12
geneid_92565	geneid_92565	92565	FANK1
geneid_253982	geneid_253982	253982	ASPHD1
geneid_7021	geneid_7021	7021	TFAP2B
geneid_91607	geneid_91607	91607	SLFN11
geneid_29842	geneid_29842	29842	TFCP2L1
geneid_386608	geneid_386608	386608	AYP1p1
geneid_200132	geneid_200132	200132	TCTEX1D1
geneid_378108	geneid_378108	378108	TRIM74
geneid_51289	geneid_51289	51289	RXFP3
geneid_4773	geneid_4773	4773	NFATC2
geneid_255057	geneid_255057	255057	C19orf26
geneid_10252	geneid_10252	10252	SPRY1
geneid_81472	geneid_81472	81472	OR2C3
geneid_53947	geneid_53947	53947	A4GALT
geneid_9478	geneid_9478	9478	CABP1
geneid_56110	geneid_56110	56110	PCDHGA5
geneid_440839	geneid_440839	440839	LOC440839
geneid_30008	geneid_30008	30008	EFEMP2
geneid_399959	geneid_399959	399959	LOC399959
geneid_245812	geneid_245812	245812	MGC40499
geneid_4544	geneid_4544	4544	MTNR1B
geneid_84978	geneid_84978	84978	FRMD5
geneid_4882	geneid_4882	4882	NPR2
geneid_30820	geneid_30820	30820	KCNIP1
geneid_1428	geneid_1428	1428	CRYM
geneid_400879	geneid_400879	400879	LOC400879
geneid_55967	geneid_55967	55967	NDUFA12
geneid_401176	geneid_401176	401176	LOC401176
geneid_51175	geneid_51175	51175	TUBE1
geneid_160622	geneid_160622	160622	GRASP
geneid_80195	geneid_80195	80195	C10orf57
geneid_51363	geneid_51363	51363	GALNAC4S-6ST
geneid_27143	geneid_27143	27143	KIAA1274
geneid_81578	geneid_81578	81578	COL21A1
geneid_8731	geneid_8731	8731	RNMT
geneid_22978	geneid_22978	22978	NT5C2
geneid_3459	geneid_3459	3459	IFNGR1
geneid_64232	geneid_64232	64232	MS4A5
geneid_5054	geneid_5054	5054	SERPINE1
geneid_51751	geneid_51751	51751	HIGD1B
geneid_64065	geneid_64065	64065	PERP
geneid_84127	geneid_84127	84127	RUNDC2A
geneid_286319	geneid_286319	286319	TUSC1
geneid_25822	geneid_25822	25822	DNAJB5
geneid_4016	geneid_4016	4016	LOXL1
geneid_84299	geneid_84299	84299	C17orf37
geneid_28513	geneid_28513	28513	CDH19
geneid_28996	geneid_28996	28996	HIPK2
geneid_7040	geneid_7040	7040	TGFB1
geneid_9533	geneid_9533	9533	POLR1C
geneid_4998	geneid_4998	4998	ORC1L
geneid_197320	geneid_197320	197320	FLJ31875
geneid_8460	geneid_8460	8460	TPST1
geneid_171391	geneid_171391	171391	NS3BP
geneid_3053	geneid_3053	3053	SERPIND1
geneid_200298	geneid_200298	200298	FLJ40542
geneid_222487	geneid_222487	222487	GPR97
geneid_284615	geneid_284615	284615	ANKRD34
geneid_115196	geneid_115196	115196	ZNF554
geneid_81566	geneid_81566	81566	C12orf22
geneid_7480	geneid_7480	7480	WNT10B
geneid_2550	geneid_2550	2550	GABBR1
geneid_54682	geneid_54682	54682	MANSC1
geneid_7482	geneid_7482	7482	WNT2B
geneid_79577	geneid_79577	79577	CDC73
geneid_2354	geneid_2354	2354	FOSB
geneid_50509	geneid_50509	50509	COL5A3
geneid_79613	geneid_79613	79613	FLJ12688
geneid_145837	geneid_145837	145837	LOC145837
geneid_5613	geneid_5613	5613	PRKX
geneid_146336	geneid_146336	146336	FLJ32252
geneid_23363	geneid_23363	23363	OBSL1
geneid_140886	geneid_140886	140886	PABPC5
geneid_138311	geneid_138311	138311	FAM69B
geneid_7775	geneid_7775	7775	ZNF232
geneid_7073	geneid_7073	7073	TIAL1
geneid_388114	geneid_388114	388114	LOC388114
geneid_26018	geneid_26018	26018	LRIG1
geneid_898	geneid_898	898	CCNE1
geneid_116254	geneid_116254	116254	C6orf72
geneid_51704	geneid_51704	51704	GPRC5B
geneid_57292	geneid_57292	57292	KIR2DL5A
geneid_1068	geneid_1068	1068	CETN1
geneid_580	geneid_580	580	BARD1
geneid_93594	geneid_93594	93594	WDR67
geneid_4617	geneid_4617	4617	MYF5
geneid_79783	geneid_79783	79783	C7orf10
geneid_89891	geneid_89891	89891	WDR34
geneid_63924	geneid_63924	63924	CIDEC
geneid_932	geneid_932	932	MS4A3
geneid_167	geneid_167	167	CRISP1
geneid_220441	geneid_220441	220441	RNF152
geneid_6625	geneid_6625	6625	SNRP70
geneid_59274	geneid_59274	59274	MESDC1
geneid_130612	geneid_130612	130612	MGC99813
geneid_92304	geneid_92304	92304	SCGB3A1
geneid_158880	geneid_158880	158880	USP51
geneid_6653	geneid_6653	6653	SORL1
geneid_116225	geneid_116225	116225	ZMYND19
geneid_2249	geneid_2249	2249	FGF4
geneid_474381	geneid_474381	474381	H2AFB2
geneid_64409	geneid_64409	64409	WBSCR17
geneid_10103	geneid_10103	10103	TSPAN1
geneid_50944	geneid_50944	50944	SHANK1
geneid_10765	geneid_10765	10765	JARID1B
geneid_55374	geneid_55374	55374	PRO1580
geneid_55527	geneid_55527	55527	FEM1A
geneid_2834	geneid_2834	2834	PRLHR
geneid_391194	geneid_391194	391194	OR2M2
geneid_84651	geneid_84651	84651	SPINK7
geneid_2520	geneid_2520	2520	GAST
geneid_1470	geneid_1470	1470	CST2
geneid_1528	geneid_1528	1528	CYB5A
geneid_55596	geneid_55596	55596	ZCCHC8
geneid_162632	geneid_162632	162632	LOC162632
geneid_283870	geneid_283870	283870	MGC21830
geneid_158062	geneid_158062	158062	LCN6
geneid_869	geneid_869	869	CBLN1
geneid_55055	geneid_55055	55055	ZWILCH
geneid_2652	geneid_2652	2652	OPN1MW
geneid_58533	geneid_58533	58533	SNX6
geneid_4317	geneid_4317	4317	MMP8
geneid_410	geneid_410	410	ARSA
geneid_117248	geneid_117248	117248	GALNTL2
geneid_84549	geneid_84549	84549	RBM13
geneid_8532	geneid_8532	8532	CPZ
geneid_118430	geneid_118430	118430	SBEM
geneid_6402	geneid_6402	6402	SELL
geneid_503542	geneid_503542	503542	SPRN
geneid_79576	geneid_79576	79576	NKAP
geneid_483	geneid_483	483	ATP1B3
geneid_203259	geneid_203259	203259	C9orf25
geneid_8427	geneid_8427	8427	ZNF282
geneid_608	geneid_608	608	TNFRSF17
geneid_282969	geneid_282969	282969	C10orf125
geneid_400892	geneid_400892	400892	FLJ42953
geneid_127731	geneid_127731	127731	FLJ32784
geneid_123041	geneid_123041	123041	SLC24A4
geneid_56832	geneid_56832	56832	IFNK
geneid_92421	geneid_92421	92421	CHMP4C
geneid_10549	geneid_10549	10549	PRDX4
geneid_5479	geneid_5479	5479	PPIB
geneid_11127	geneid_11127	11127	KIF3A
geneid_4839	geneid_4839	4839	NOL1
geneid_1731	geneid_1731	1731	1-Sep
geneid_6538	geneid_6538	6538	SLC6A11
geneid_2921	geneid_2921	2921	CXCL3
geneid_80129	geneid_80129	80129	C6orf97
geneid_56616	geneid_56616	56616	DIABLO
geneid_6713	geneid_6713	6713	SQLE
geneid_28952	geneid_28952	28952	CCDC22
geneid_54555	geneid_54555	54555	DDX49
geneid_4602	geneid_4602	4602	MYB
geneid_51009	geneid_51009	51009	DERL2
